Algoritmo usado.
Algoritmo evolutivo (Selecao por torneio; Crossover double-point; Mutacao por insercao).,dwt234.txt
Runs,Numero de Iteracoes,Vizinho Normal,Mutacao por Troca,Populacao,Numero de Geracoes,Probabilidade de Recombinacao,Probabilidade de Mutacao
30,0,não,não,50,5000,0.30,0.01
Media,Melhor Resultado Encontrado
179.90,164
