Algoritmo usado.
Algoritmo evolutivo (Selecao por torneio; Crossover double-point; Mutacao por troca).,dwt234.txt
Runs,Numero de Iteracoes,Vizinho Normal,Mutacao por Troca,Populacao,Numero de Geracoes,Probabilidade de Recombinacao,Probabilidade de Mutacao
50,0,não,sim,30,2500,0.30,0.01
Media,,Melhor Resultado Encontrado
183.24,175
