Algoritmo usado.
Algoritmo hibrido. 2 e 4,will199.txt
Runs,Numero de Iteracoes,Vizinho Normal,Mutacao por Troca,Populacao,Numero de Geracoes,Probabilidade de Recombinacao,Probabilidade de Mutacao
30,50,n�o,n�o,10,2500,0.30,0.05
Media,Melhor Resultado Encontrado
134.37,129
