Algoritmo usado.
Trepa-colinas vizinho alterado.,will199.txt
Runs,Numero de Iteracoes,Vizinho Normal,Mutacao por Troca,Populacao,Numero de Geracoes,Probabilidade de Recombinacao,Probabilidade de Mutacao
50,1000,não,não,0,0,0.00,0.00
Media,,Melhor Resultado Encontrado
166.56,155
