Algoritmo usado.
Trepa-colinas normal.,will199.txt
Runs,Numero de Iteracoes,Vizinho Normal,Mutacao por Troca,Populacao,Numero de Geracoes,Probabilidade de Recombinacao,Probabilidade de Mutacao
50,100000,sim,não,0,0,0.00,0.00
Media,,Melhor Resultado Encontrado
105.04,97
