Algoritmo usado.
Algoritmo evolutivo (Selecao por torneio; Crossover double-point; Mutacao por insercao).,dwt234.txt
Runs,Numero de Iteracoes,Vizinho Normal,Mutacao por Troca,Populacao,Numero de Geracoes,Probabilidade de Recombinacao,Probabilidade de Mutacao
30,0,não,não,30,2500,0.70,0.01
Media,Melhor Resultado Encontrado
185.27,180
