Algoritmo usado.
Algoritmo hibrido. 1 e 4,dwt234.txt
Runs,Numero de Iteracoes,Vizinho Normal,Mutacao por Troca,Populacao,Numero de Geracoes,Probabilidade de Recombinacao,Probabilidade de Mutacao
30,50,sim,não,10,2500,0.30,0.05
Media,Melhor Resultado Encontrado
118.00,106
