Algoritmo usado.
Algoritmo evolutivo (Selecao por torneio; Crossover double-point; Mutacao por troca).,will199.txt
Runs,Numero de Iteracoes,Vizinho Normal,Mutacao por Troca,Populacao,Numero de Geracoes,Probabilidade de Recombinacao,Probabilidade de Mutacao
30,0,não,sim,30,2500,0.70,0.05
Media,Melhor Resultado Encontrado
173.73,170
